,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level
5726,Surgical,2033-09-03,3330,26,3454
5727,Diagnostic,2033-09-03,3172,16,3294
5728,Monitoring,2033-09-04,3279,11,3496
5729,Surgical,2033-09-07,3033,13,3204
5730,Monitoring,2033-09-08,3392,22,3538
5731,Therapeutic,2033-09-10,3467,10,3698
5732,Surgical,2033-09-12,3200,24,3330
5733,Therapeutic,2033-09-12,3227,7,3431
5734,Diagnostic,2033-09-13,3161,15,3293
5735,Diagnostic,2033-09-14,3354,8,3605
5736,Therapeutic,2033-09-15,3048,29,3197
5737,Surgical,2033-09-17,3212,23,3373
5738,Monitoring,2033-09-17,3183,6,3271
5739,Diagnostic,2033-09-18,3170,3,3357
5740,Therapeutic,2033-09-18,3357,20,3455
5741,Diagnostic,2033-09-19,3364,5,3578
5742,Surgical,2033-09-19,3048,15,3169
5743,Surgical,2033-09-20,3272,7,3400
5744,Diagnostic,2033-09-24,3224,17,3346
5745,Diagnostic,2033-09-26,3145,18,3317
5746,Surgical,2033-09-26,3316,24,3469
5747,Therapeutic,2033-09-27,3318,26,3484
5748,Monitoring,2033-09-30,3215,29,3378
5749,Monitoring,2033-10-01,3333,18,3527
5750,Diagnostic,2033-10-04,3224,8,3304
5751,Diagnostic,2033-10-04,3268,18,3404
5752,Diagnostic,2033-10-04,3333,9,3469
5753,Diagnostic,2033-10-05,3432,6,3698
5754,Surgical,2033-10-05,3130,22,3264
5755,Monitoring,2033-10-07,3306,10,3569
5756,Therapeutic,2033-10-07,3068,13,3206
5757,Surgical,2033-10-08,3264,14,3354
5758,Surgical,2033-10-08,3216,5,3333
5759,Therapeutic,2033-10-09,3115,29,3337
5760,Surgical,2033-10-10,3052,26,3143
5761,Therapeutic,2033-10-10,3282,17,3444
5762,Surgical,2033-10-14,3336,6,3563
5763,Monitoring,2033-10-14,3248,26,3363
5764,Therapeutic,2033-10-14,3391,15,3561
5765,Monitoring,2033-10-15,3084,14,3172
5766,Diagnostic,2033-10-15,3246,6,3378
5767,Diagnostic,2033-10-15,3200,22,3292
5768,Diagnostic,2033-10-16,3308,6,3532
5769,Diagnostic,2033-10-16,3189,26,3366
5770,Diagnostic,2033-10-16,3264,3,3499
5771,Diagnostic,2033-10-17,3279,14,3378
5772,Therapeutic,2033-10-17,3246,11,3313
5773,Monitoring,2033-10-18,3229,3,3306
5774,Monitoring,2033-10-18,3448,10,3602
5775,Monitoring,2033-10-18,3321,18,3561
5776,Therapeutic,2033-10-18,3260,3,3368
5777,Monitoring,2033-10-21,3091,4,3326
5778,Monitoring,2033-10-22,3353,28,3614
5779,Surgical,2033-10-22,3444,13,3689
5780,Surgical,2033-10-23,3133,15,3233
5781,Diagnostic,2033-10-24,3097,28,3250
5782,Therapeutic,2033-10-24,3398,11,3594
5783,Diagnostic,2033-10-25,3287,13,3456
5784,Diagnostic,2033-10-26,3201,24,3449
5785,Monitoring,2033-10-27,3080,8,3236
5786,Therapeutic,2033-10-29,3078,10,3296
5787,Diagnostic,2033-10-30,3246,29,3415
5788,Therapeutic,2033-10-30,3217,4,3297
5789,Monitoring,2033-10-31,3368,16,3614
5790,Therapeutic,2033-10-31,3232,16,3393
5791,Diagnostic,2033-11-01,3388,18,3501
5792,Surgical,2033-11-01,3411,16,3661
5793,Diagnostic,2033-11-01,3341,9,3474
5794,Monitoring,2033-11-03,3344,16,3506
5795,Therapeutic,2033-11-03,3110,15,3199
5796,Monitoring,2033-11-04,3364,5,3624
5797,Monitoring,2033-11-07,3279,19,3427
5798,Monitoring,2033-11-08,3147,25,3276
5799,Diagnostic,2033-11-08,3160,17,3236
5800,Monitoring,2033-11-08,3525,6,3776
5801,Therapeutic,2033-11-09,3296,13,3375
5802,Diagnostic,2033-11-09,3358,6,3526
5803,Monitoring,2033-11-12,3217,3,3377
5804,Therapeutic,2033-11-12,3304,24,3437
5805,Therapeutic,2033-11-13,3261,13,3339
5806,Therapeutic,2033-11-14,3296,29,3463
5807,Diagnostic,2033-11-14,3359,17,3467
5808,Monitoring,2033-11-16,3245,7,3447
5809,Monitoring,2033-11-17,3388,21,3603
5810,Surgical,2033-11-19,3468,12,3547
5811,Diagnostic,2033-11-21,3309,5,3474
5812,Therapeutic,2033-11-23,3332,25,3434
5813,Diagnostic,2033-11-23,3456,18,3677
5814,Diagnostic,2033-11-24,3101,5,3266
5815,Monitoring,2033-11-25,3376,22,3467
5816,Surgical,2033-11-25,3480,21,3617
5817,Monitoring,2033-11-27,3452,10,3573
5818,Monitoring,2033-11-30,3189,4,3373
5819,Diagnostic,2033-12-01,3232,21,3455
5820,Diagnostic,2033-12-04,3489,18,3596
5821,Monitoring,2033-12-05,3243,10,3376
5822,Surgical,2033-12-07,3512,14,3584
5823,Diagnostic,2033-12-07,3404,26,3491
5824,Therapeutic,2033-12-08,3432,13,3645
5825,Diagnostic,2033-12-09,3268,3,3374
5826,Therapeutic,2033-12-09,3364,10,3623
5827,Monitoring,2033-12-10,3582,13,3823
5828,Therapeutic,2033-12-12,3303,15,3377
5829,Therapeutic,2033-12-13,3547,5,3641
5830,Surgical,2033-12-15,3153,15,3367
5831,Diagnostic,2033-12-16,3388,12,3507
5832,Diagnostic,2033-12-16,3589,15,3840
5833,Diagnostic,2033-12-16,3499,21,3717
5834,Surgical,2033-12-17,3548,28,3806
5835,Diagnostic,2033-12-18,3291,28,3491
5836,Surgical,2033-12-21,3371,11,3526
5837,Therapeutic,2033-12-22,3251,14,3407
5838,Therapeutic,2033-12-22,3422,4,3669
5839,Therapeutic,2033-12-23,3526,10,3708
5840,Therapeutic,2033-12-25,3592,10,3735
5841,Monitoring,2033-12-25,3681,23,3891
5842,Surgical,2033-12-26,3344,26,3422
5843,Surgical,2033-12-27,3634,22,3784
5844,Therapeutic,2033-12-27,3407,24,3593
5845,Diagnostic,2033-12-28,3527,6,3771
5846,Diagnostic,2034-01-01,3407,25,3670
5847,Therapeutic,2034-01-02,3408,12,3596
5848,Surgical,2034-01-06,3383,21,3563
5849,Surgical,2034-01-08,3492,24,3743
5850,Monitoring,2034-01-08,3584,15,3817
5851,Surgical,2034-01-09,3441,14,3587
5852,Diagnostic,2034-01-11,3472,10,3560
5853,Monitoring,2034-01-11,3522,16,3637
5854,Monitoring,2034-01-12,3544,21,3765
5855,Therapeutic,2034-01-12,3511,15,3665
5856,Diagnostic,2034-01-13,3518,21,3682
5857,Monitoring,2034-01-15,3629,9,3803
5858,Diagnostic,2034-01-15,3638,24,3768
5859,Diagnostic,2034-01-17,3523,26,3635
5860,Monitoring,2034-01-18,3635,23,3881
5861,Therapeutic,2034-01-18,3386,27,3550
5862,Diagnostic,2034-01-23,3523,8,3630
5863,Therapeutic,2034-01-25,3470,25,3597
5864,Diagnostic,2034-01-26,3434,28,3703
5865,Diagnostic,2034-01-26,3652,18,3921
5866,Therapeutic,2034-01-29,3483,6,3614
5867,Monitoring,2034-01-30,3342,25,3488
5868,Diagnostic,2034-01-30,3637,13,3710
5869,Diagnostic,2034-01-30,3678,12,3831
5870,Therapeutic,2034-01-31,3455,19,3612
5871,Surgical,2034-02-01,3411,16,3540
5872,Surgical,2034-02-02,3475,16,3715
5873,Monitoring,2034-02-04,3486,15,3748
5874,Surgical,2034-02-05,3477,28,3672
5875,Therapeutic,2034-02-06,3510,18,3642
5876,Diagnostic,2034-02-08,3408,15,3619
5877,Surgical,2034-02-11,3431,28,3507
5878,Diagnostic,2034-02-12,3315,27,3461
5879,Surgical,2034-02-15,3602,22,3849
5880,Diagnostic,2034-02-16,3535,23,3789
5881,Diagnostic,2034-02-17,3426,15,3513
5882,Monitoring,2034-02-17,3666,11,3934
5883,Monitoring,2034-02-18,3619,14,3711
5884,Surgical,2034-02-18,3570,19,3685
5885,Monitoring,2034-02-18,3579,12,3688
5886,Surgical,2034-02-18,3697,12,3849
5887,Diagnostic,2034-02-19,3548,11,3646
5888,Surgical,2034-02-20,3581,8,3808
5889,Surgical,2034-02-22,3443,3,3614
5890,Therapeutic,2034-02-23,3437,7,3560
5891,Monitoring,2034-02-23,3704,20,3788
5892,Surgical,2034-02-25,3502,25,3739
5893,Diagnostic,2034-02-27,3531,18,3789
5894,Diagnostic,2034-02-27,3688,9,3934
5895,Diagnostic,2034-02-27,3501,9,3593
5896,Therapeutic,2034-02-28,3513,25,3653
5897,Monitoring,2034-02-28,3497,24,3572
5898,Therapeutic,2034-02-28,3675,14,3916
5899,Surgical,2034-03-01,3405,24,3522
5900,Surgical,2034-03-02,3454,10,3539
5901,Monitoring,2034-03-03,3790,12,4028
5902,Diagnostic,2034-03-03,3646,21,3833
5903,Surgical,2034-03-04,3707,14,3811
5904,Therapeutic,2034-03-04,3585,21,3728
5905,Monitoring,2034-03-04,3653,5,3801
5906,Monitoring,2034-03-04,3595,7,3764
5907,Monitoring,2034-03-05,3695,19,3818
5908,Monitoring,2034-03-07,3714,25,3982
5909,Therapeutic,2034-03-07,3693,22,3907
5910,Surgical,2034-03-07,3677,17,3952
5911,Therapeutic,2034-03-09,3566,5,3655
5912,Therapeutic,2034-03-10,3556,19,3631
5913,Diagnostic,2034-03-10,3857,27,3981
5914,Therapeutic,2034-03-10,3726,8,3938
5915,Surgical,2034-03-11,3723,12,3984
5916,Monitoring,2034-03-11,3759,21,3880
5917,Diagnostic,2034-03-12,3472,29,3681
5918,Surgical,2034-03-12,3552,20,3835
5919,Monitoring,2034-03-15,3487,18,3633
5920,Therapeutic,2034-03-16,3541,19,3803
5921,Surgical,2034-03-16,3733,24,3865
5922,Diagnostic,2034-03-17,3803,28,4036
5923,Surgical,2034-03-18,3644,6,3766
5924,Therapeutic,2034-03-18,3673,19,3863
5925,Diagnostic,2034-03-20,3760,11,4034
5926,Monitoring,2034-03-22,3673,10,3859
5927,Monitoring,2034-03-22,3876,26,4048
5928,Therapeutic,2034-03-24,3524,25,3775
5929,Diagnostic,2034-03-28,3638,15,3872
5930,Diagnostic,2034-03-28,3777,28,4007
5931,Therapeutic,2034-03-29,3631,27,3822
5932,Therapeutic,2034-03-29,3782,21,3989
5933,Surgical,2034-03-30,3530,3,3676
5934,Diagnostic,2034-03-30,3513,21,3615
5935,Monitoring,2034-03-31,3883,29,3975
5936,Surgical,2034-04-02,3878,8,4152
5937,Diagnostic,2034-04-02,3735,24,3925
5938,Therapeutic,2034-04-02,3539,19,3664
5939,Diagnostic,2034-04-03,3776,26,3925
5940,Diagnostic,2034-04-05,3765,8,3886
5941,Therapeutic,2034-04-05,3625,7,3722
5942,Surgical,2034-04-05,3773,15,4033
5943,Therapeutic,2034-04-05,3599,8,3795
5944,Diagnostic,2034-04-05,3450,23,3649
5945,Surgical,2034-04-06,3757,10,4039
5946,Diagnostic,2034-04-09,3442,10,3533
5947,Monitoring,2034-04-10,3423,11,3679
5948,Therapeutic,2034-04-10,3593,18,3667
5949,Therapeutic,2034-04-11,3561,6,3681
5950,Therapeutic,2034-04-11,3851,28,3972
5951,Monitoring,2034-04-12,3529,24,3615
5952,Surgical,2034-04-14,3771,14,4056
5953,Monitoring,2034-04-14,3425,3,3516
5954,Diagnostic,2034-04-15,3816,24,3922
5955,Therapeutic,2034-04-16,3469,10,3577
5956,Therapeutic,2034-04-17,3723,28,3935
5957,Monitoring,2034-04-17,3736,20,3949
5958,Therapeutic,2034-04-18,3495,3,3714
5959,Surgical,2034-04-19,3794,13,3875
5960,Diagnostic,2034-04-22,3761,3,3888
5961,Monitoring,2034-04-23,3588,24,3724
5962,Therapeutic,2034-04-23,3635,3,3914
5963,Surgical,2034-04-23,3693,4,3950
5964,Therapeutic,2034-04-24,3549,9,3642
5965,Monitoring,2034-04-25,3609,11,3855
5966,Diagnostic,2034-04-26,3682,3,3830
5967,Diagnostic,2034-04-26,3615,22,3843
5968,Diagnostic,2034-04-27,3722,8,4009
5969,Monitoring,2034-04-28,3532,14,3641
5970,Monitoring,2034-04-29,3761,26,4016
5971,Diagnostic,2034-04-29,3488,11,3660
5972,Surgical,2034-05-01,3751,27,4046
5973,Diagnostic,2034-05-02,3686,5,3905
5974,Surgical,2034-05-03,3745,10,3931
5975,Therapeutic,2034-05-04,3535,28,3634
5976,Surgical,2034-05-04,3653,8,3774
5977,Surgical,2034-05-05,3734,4,3916
5978,Surgical,2034-05-06,3616,20,3856
5979,Monitoring,2034-05-06,3681,21,3816
5980,Therapeutic,2034-05-06,3658,27,3812
5981,Monitoring,2034-05-06,3726,8,3989
5982,Diagnostic,2034-05-07,3616,14,3725
5983,Monitoring,2034-05-09,3645,7,3864
5984,Therapeutic,2034-05-09,3704,12,3913
5985,Diagnostic,2034-05-10,3786,6,3964
5986,Diagnostic,2034-05-11,3583,19,3781
5987,Surgical,2034-05-13,3567,13,3679
5988,Therapeutic,2034-05-14,3584,6,3863
5989,Surgical,2034-05-14,3609,29,3876
5990,Therapeutic,2034-05-14,3610,16,3830
5991,Monitoring,2034-05-18,3701,6,3821
5992,Surgical,2034-05-21,3378,29,3570
5993,Monitoring,2034-05-21,3744,7,3820
5994,Therapeutic,2034-05-22,3587,22,3824
5995,Diagnostic,2034-05-24,3604,12,3785
5996,Monitoring,2034-05-25,3443,9,3574
5997,Therapeutic,2034-05-25,3663,9,3895
5998,Surgical,2034-05-25,3756,10,3997
5999,Therapeutic,2034-05-25,3827,4,4011
6000,Monitoring,2034-05-26,3447,19,3691
6001,Monitoring,2034-05-27,3604,14,3828
6002,Diagnostic,2034-05-28,3510,3,3756
6003,Diagnostic,2034-05-29,3464,7,3660
6004,Surgical,2034-05-30,3630,11,3763
6005,Monitoring,2034-05-30,3526,17,3775
6006,Surgical,2034-06-02,3614,4,3893
6007,Therapeutic,2034-06-03,3511,6,3629
6008,Monitoring,2034-06-06,3708,25,3918
6009,Surgical,2034-06-06,3597,15,3755
6010,Surgical,2034-06-08,3621,5,3905
6011,Diagnostic,2034-06-10,3663,19,3816
6012,Therapeutic,2034-06-10,3519,11,3705
6013,Monitoring,2034-06-11,3436,6,3508
6014,Surgical,2034-06-11,3566,25,3721
6015,Surgical,2034-06-12,3377,3,3643
6016,Monitoring,2034-06-13,3464,10,3609
6017,Diagnostic,2034-06-13,3452,23,3713
6018,Monitoring,2034-06-15,3526,4,3702
6019,Therapeutic,2034-06-16,3492,7,3583
6020,Monitoring,2034-06-16,3613,10,3737
6021,Therapeutic,2034-06-18,3419,24,3549
6022,Diagnostic,2034-06-20,3647,6,3779
6023,Diagnostic,2034-06-21,3424,24,3617
6024,Monitoring,2034-06-21,3639,9,3732
6025,Therapeutic,2034-06-22,3348,13,3541
6026,Monitoring,2034-06-23,3562,8,3773
6027,Diagnostic,2034-06-23,3380,14,3588
6028,Surgical,2034-06-24,3379,7,3561
6029,Monitoring,2034-06-27,3533,25,3684
6030,Surgical,2034-06-28,3358,24,3458
6031,Therapeutic,2034-06-29,3285,19,3462
6032,Monitoring,2034-06-29,3527,19,3687
6033,Surgical,2034-07-01,3518,26,3604
6034,Therapeutic,2034-07-02,3488,7,3647
6035,Monitoring,2034-07-02,3492,5,3618
6036,Diagnostic,2034-07-04,3679,14,3962
6037,Diagnostic,2034-07-04,3576,6,3744
6038,Surgical,2034-07-06,3402,6,3488
6039,Surgical,2034-07-06,3526,21,3769
6040,Diagnostic,2034-07-06,3304,16,3449
6041,Surgical,2034-07-06,3672,26,3867
6042,Therapeutic,2034-07-08,3338,10,3554
6043,Diagnostic,2034-07-08,3581,21,3720
6044,Therapeutic,2034-07-09,3241,19,3312
6045,Diagnostic,2034-07-09,3322,8,3486
6046,Therapeutic,2034-07-10,3455,21,3536
6047,Therapeutic,2034-07-10,3661,17,3919
6048,Monitoring,2034-07-11,3518,7,3632
6049,Diagnostic,2034-07-11,3302,5,3390
6050,Therapeutic,2034-07-13,3461,11,3548
6051,Monitoring,2034-07-13,3371,21,3633
6052,Diagnostic,2034-07-14,3463,24,3648
6053,Surgical,2034-07-17,3512,24,3731
6054,Therapeutic,2034-07-17,3243,5,3310
6055,Therapeutic,2034-07-18,3321,24,3515
6056,Monitoring,2034-07-18,3389,15,3513
6057,Surgical,2034-07-20,3287,26,3542
6058,Surgical,2034-07-23,3457,21,3590
6059,Therapeutic,2034-07-24,3243,22,3434
6060,Monitoring,2034-07-24,3395,26,3509
6061,Diagnostic,2034-07-26,3565,7,3770
6062,Surgical,2034-07-26,3558,22,3732
6063,Surgical,2034-07-29,3390,26,3646
6064,Monitoring,2034-07-30,3347,11,3566
6065,Therapeutic,2034-07-31,3463,26,3723
6066,Surgical,2034-07-31,3547,27,3683
6067,Therapeutic,2034-08-01,3408,25,3478
6068,Surgical,2034-08-01,3281,15,3454
6069,Monitoring,2034-08-02,3473,12,3597
6070,Monitoring,2034-08-02,3324,12,3557
6071,Surgical,2034-08-03,3402,24,3511
6072,Monitoring,2034-08-04,3550,10,3686
6073,Diagnostic,2034-08-04,3429,24,3621
6074,Monitoring,2034-08-05,3245,24,3366
6075,Diagnostic,2034-08-05,3321,21,3513
6076,Monitoring,2034-08-08,3388,15,3488
6077,Therapeutic,2034-08-09,3400,13,3508
6078,Monitoring,2034-08-10,3536,27,3788
6079,Monitoring,2034-08-10,3424,10,3501
6080,Diagnostic,2034-08-11,3238,23,3434
6081,Surgical,2034-08-11,3138,9,3285
6082,Surgical,2034-08-13,3543,17,3668
6083,Diagnostic,2034-08-16,3558,24,3762
6084,Therapeutic,2034-08-16,3207,13,3424
6085,Diagnostic,2034-08-16,3365,11,3562
6086,Therapeutic,2034-08-18,3447,26,3655
6087,Surgical,2034-08-19,3449,7,3533
6088,Monitoring,2034-08-20,3382,26,3485
6089,Therapeutic,2034-08-21,3263,17,3431
6090,Therapeutic,2034-08-23,3219,22,3338
6091,Surgical,2034-08-24,3444,15,3542
6092,Diagnostic,2034-08-26,3298,10,3545
6093,Surgical,2034-08-26,3281,27,3378
6094,Diagnostic,2034-08-27,3325,13,3396
6095,Surgical,2034-08-28,3394,10,3585
6096,Diagnostic,2034-08-28,3188,8,3278
6097,Therapeutic,2034-08-28,3453,6,3670
6098,Diagnostic,2034-08-30,3207,20,3411
6099,Diagnostic,2034-08-30,3410,28,3552
6100,Monitoring,2034-08-31,3373,21,3611
6101,Surgical,2034-09-02,3094,13,3245
6102,Diagnostic,2034-09-03,3505,9,3613
6103,Monitoring,2034-09-06,3229,21,3365
6104,Monitoring,2034-09-07,3486,19,3663
6105,Surgical,2034-09-08,3416,18,3654
6106,Monitoring,2034-09-08,3237,8,3338
6107,Diagnostic,2034-09-10,3299,20,3479
6108,Therapeutic,2034-09-10,3268,15,3479
6109,Therapeutic,2034-09-12,3471,22,3611
6110,Surgical,2034-09-13,3354,16,3617
6111,Diagnostic,2034-09-13,3398,10,3591
6112,Diagnostic,2034-09-13,3205,9,3444
6113,Monitoring,2034-09-14,3507,29,3739
6114,Diagnostic,2034-09-15,3306,4,3564
6115,Surgical,2034-09-15,3455,29,3647
6116,Diagnostic,2034-09-16,3272,4,3518
6117,Monitoring,2034-09-17,3230,24,3301
6118,Monitoring,2034-09-18,3405,29,3588
6119,Surgical,2034-09-19,3534,5,3757
6120,Surgical,2034-09-20,3186,14,3297
6121,Diagnostic,2034-09-21,3298,23,3401
6122,Therapeutic,2034-09-21,3448,28,3564
6123,Surgical,2034-09-23,3476,28,3734
6124,Surgical,2034-09-23,3257,27,3378
6125,Therapeutic,2034-09-24,3372,22,3626
6126,Therapeutic,2034-09-24,3282,3,3511
6127,Therapeutic,2034-09-25,3495,17,3727
6128,Diagnostic,2034-09-26,3295,20,3377
6129,Surgical,2034-09-27,3373,20,3515
6130,Monitoring,2034-09-28,3471,10,3627
6131,Diagnostic,2034-09-29,3421,13,3582
6132,Monitoring,2034-09-30,3409,15,3551
6133,Monitoring,2034-10-01,3386,19,3611
6134,Surgical,2034-10-02,3450,4,3692
6135,Diagnostic,2034-10-02,3420,21,3630
6136,Surgical,2034-10-05,3523,29,3695
6137,Therapeutic,2034-10-05,3604,18,3843
6138,Therapeutic,2034-10-07,3244,23,3329
6139,Surgical,2034-10-07,3451,29,3708
6140,Surgical,2034-10-08,3447,7,3580
6141,Surgical,2034-10-09,3546,20,3792
6142,Therapeutic,2034-10-09,3264,12,3451
6143,Therapeutic,2034-10-09,3452,17,3700
6144,Surgical,2034-10-11,3468,8,3613
6145,Monitoring,2034-10-11,3472,17,3545
6146,Diagnostic,2034-10-13,3412,10,3538
6147,Surgical,2034-10-14,3477,22,3700
6148,Diagnostic,2034-10-15,3621,17,3740
6149,Monitoring,2034-10-15,3490,7,3756
6150,Monitoring,2034-10-15,3261,20,3468
6151,Surgical,2034-10-16,3459,19,3651
6152,Diagnostic,2034-10-23,3225,6,3349
6153,Therapeutic,2034-10-25,3332,12,3462
6154,Monitoring,2034-10-25,3493,20,3618
6155,Diagnostic,2034-10-26,3515,20,3794
6156,Monitoring,2034-10-28,3418,8,3536
6157,Diagnostic,2034-10-31,3488,24,3625
6158,Monitoring,2034-11-05,3546,24,3805
6159,Diagnostic,2034-11-05,3389,27,3465
6160,Monitoring,2034-11-06,3278,25,3443
6161,Diagnostic,2034-11-07,3241,7,3465
6162,Monitoring,2034-11-07,3481,10,3740
6163,Monitoring,2034-11-08,3380,19,3489
6164,Therapeutic,2034-11-09,3672,20,3796
6165,Therapeutic,2034-11-09,3321,4,3433
6166,Monitoring,2034-11-10,3730,29,3840
6167,Therapeutic,2034-11-10,3630,3,3827
6168,Diagnostic,2034-11-11,3532,13,3682
6169,Diagnostic,2034-11-11,3569,24,3677
6170,Diagnostic,2034-11-11,3280,27,3402
6171,Monitoring,2034-11-12,3643,11,3860
6172,Diagnostic,2034-11-12,3260,11,3452
6173,Therapeutic,2034-11-12,3444,27,3711
6174,Therapeutic,2034-11-15,3564,21,3848
6175,Surgical,2034-11-16,3441,21,3518
6176,Diagnostic,2034-11-16,3631,28,3902
6177,Monitoring,2034-11-19,3423,21,3555
6178,Monitoring,2034-11-20,3560,17,3723
6179,Therapeutic,2034-11-20,3475,20,3545
6180,Monitoring,2034-11-20,3379,3,3465
6181,Diagnostic,2034-11-21,3696,5,3970
6182,Therapeutic,2034-11-22,3581,12,3689
6183,Surgical,2034-11-22,3432,24,3684
6184,Surgical,2034-11-23,3402,18,3493
6185,Therapeutic,2034-11-23,3592,11,3782
6186,Diagnostic,2034-11-24,3541,10,3812
6187,Surgical,2034-11-25,3418,13,3626
6188,Monitoring,2034-11-27,3535,10,3752
6189,Surgical,2034-11-28,3495,22,3607
6190,Therapeutic,2034-11-28,3637,18,3813
6191,Diagnostic,2034-11-29,3593,23,3871
6192,Surgical,2034-11-29,3740,24,3919
6193,Diagnostic,2034-11-29,3639,5,3811
6194,Diagnostic,2034-11-30,3622,22,3811
6195,Monitoring,2034-12-03,3477,14,3570
6196,Diagnostic,2034-12-03,3657,14,3870
6197,Monitoring,2034-12-05,3763,11,3983
6198,Monitoring,2034-12-05,3668,26,3745
6199,Monitoring,2034-12-06,3591,3,3815
6200,Surgical,2034-12-07,3671,16,3951
6201,Surgical,2034-12-08,3645,4,3730
6202,Diagnostic,2034-12-12,3527,21,3599
6203,Diagnostic,2034-12-12,3714,8,3881
6204,Surgical,2034-12-13,3506,29,3590
6205,Surgical,2034-12-13,3474,24,3626
6206,Therapeutic,2034-12-15,3563,25,3828
6207,Surgical,2034-12-15,3576,12,3659
6208,Diagnostic,2034-12-16,3730,20,3847
6209,Monitoring,2034-12-17,3747,12,3935
6210,Surgical,2034-12-17,3673,25,3778
6211,Monitoring,2034-12-17,3553,26,3656
6212,Monitoring,2034-12-19,3691,7,3950
6213,Monitoring,2034-12-19,3643,7,3737
6214,Monitoring,2034-12-19,3540,19,3645
6215,Monitoring,2034-12-19,3446,21,3683
6216,Therapeutic,2034-12-22,3522,9,3742
6217,Diagnostic,2034-12-23,3766,12,3964
6218,Therapeutic,2034-12-23,3676,4,3923
6219,Monitoring,2034-12-23,3752,4,4052
6220,Diagnostic,2034-12-23,3652,25,3786
6221,Surgical,2034-12-24,3858,14,4083
6222,Surgical,2034-12-26,3831,21,3969
6223,Therapeutic,2034-12-27,3831,18,3961
6224,Surgical,2034-12-28,3635,7,3752
6225,Diagnostic,2034-12-28,3755,14,4028
6226,Diagnostic,2034-12-30,3862,28,4154
6227,Diagnostic,2034-12-30,3548,16,3777
6228,Monitoring,2034-12-31,3817,5,3932
6229,Diagnostic,2034-12-31,3608,13,3852
6230,Diagnostic,2035-01-01,3630,24,3816
6231,Therapeutic,2035-01-01,3783,20,3877
6232,Surgical,2035-01-03,3597,12,3883
6233,Diagnostic,2035-01-04,3713,27,3944
6234,Therapeutic,2035-01-04,3694,14,3873
6235,Monitoring,2035-01-05,3811,6,3938
6236,Diagnostic,2035-01-05,3551,20,3687
6237,Monitoring,2035-01-06,3710,24,3838
6238,Therapeutic,2035-01-09,3682,6,3918
6239,Therapeutic,2035-01-10,3905,4,4082
6240,Monitoring,2035-01-11,3875,9,4163
6241,Therapeutic,2035-01-12,3588,7,3679
6242,Diagnostic,2035-01-13,3527,7,3631
6243,Diagnostic,2035-01-14,3732,12,3908
6244,Therapeutic,2035-01-14,3844,6,4103
6245,Surgical,2035-01-19,3534,18,3730
6246,Monitoring,2035-01-19,3532,3,3662
6247,Monitoring,2035-01-19,3799,25,3986
6248,Diagnostic,2035-01-21,3608,4,3727
6249,Therapeutic,2035-01-21,3764,11,4007
6250,Diagnostic,2035-01-21,3658,26,3847
6251,Diagnostic,2035-01-21,3540,26,3813
6252,Therapeutic,2035-01-22,3778,16,4067
6253,Therapeutic,2035-01-25,3726,10,3877
6254,Monitoring,2035-01-28,3850,11,4034
6255,Diagnostic,2035-01-30,3870,16,3978
6256,Monitoring,2035-01-30,3885,5,4180
6257,Diagnostic,2035-02-01,3830,12,4114
6258,Diagnostic,2035-02-01,3645,15,3781
6259,Diagnostic,2035-02-03,3634,29,3816
6260,Surgical,2035-02-04,3961,11,4108
